command,category,users_count,freq_norm_avg,users_sparkline,freq_norm_avg_bar
to toml,formats,1,0.0061000406669377795,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
dfr when,expression,1,0.0061000406669377795,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
bytes length,bytes,2,0.006003306688711258,▁▁▁█▁▁▁▁▁▁▁▁▁▁▁,▏             
def-env,core,3,0.005669797702032989,▄▁▁█▁▁▁▁▁▁▁▁▅▁▁,▏             
date to-record,date,2,0.005536449953144615,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,▏             
hash sha256,hash,1,0.005490036600244001,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
math stddev,math,1,0.005434782608695652,▁▁▁▁▁▁▁▁▁▁▁▁█▁▁,▏             
input list,platform,1,0.005083367222448149,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
history session,misc,2,0.004977090147882168,▇█▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
keybindings list,platform,2,0.004951099673997827,▃▁▁█▁▁▁▁▁▁▁▁▁▁▁,▏             
math min,math,1,0.004880032533550223,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
dfr min,expression,1,0.004880032533550223,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
dfr drop-duplicates,dataframe,1,0.004473363155754371,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,▏             
keybindings default,platform,2,0.004419896132640884,▃▁▁█▁▁▁▁▁▁▁▁▁▁▁,              
scope variables,filters,1,0.004270028466856445,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
loop,core,3,0.004132943011890611,▁▁▁█▁▁▁▁▁▁▁▁▇▁▁,              
dfr reverse,lazyframe,2,0.0041179580293697554,▆█▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr str-lengths,dataframe,1,0.004066693777958519,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
into filesize,conversions,2,0.003990359935732905,▃▁▁█▁▁▁▁▁▁▁▁▁▁▁,              
load-env,filesystem,2,0.003835732093286419,▄▁▁▁▁▁▁▁▁▁▁▁█▁▁,              
str upcase,strings,2,0.003734064748837456,▄▁▁▁▁▁▁▁▁▁▁▁█▁▁,              
dfr is-null,dataframe,1,0.0036600244001626678,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr sum,expression,1,0.0034566897112647418,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
help aliases,core,2,0.003380355869039127,▁▁▁█▁▁▁▁▁▁▁▁▁▁▁,              
hide-env,core,1,0.0028466856445709637,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr concatenate,dataframe,1,0.0028466856445709637,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str downcase,strings,1,0.0026433509556730377,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
date humanize,date,1,0.0026433509556730377,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr otherwise,expression,1,0.0024400162667751117,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr drop-nulls,dataframe,1,0.0022366815778771857,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr replace,dataframe,1,0.0020333468889792597,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr last,dataframe,1,0.0020333468889792597,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
uniq-by,filters,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
math log,math,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr to-csv,dataframe,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr take,dataframe,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr get-nanosecond,dataframe,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr expr-not,expression,1,0.0018300122000813339,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
nu-check,strings,1,0.0016266775111834079,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr melt,dataframe,1,0.0016266775111834079,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr explode,lazyframe,1,0.0016266775111834079,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str capitalize,strings,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
random dice,random,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
hash md5,hash,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr summary,dataframe,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr fill-nan,lazyframe,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr as-date,dataframe,1,0.0014233428222854819,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str ends-with,strings,1,0.0012200081333875558,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr var,expression,1,0.0012200081333875558,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr to-parquet,dataframe,1,0.0012200081333875558,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
math median,math,1,0.0010166734444896298,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
is-admin,core,1,0.0010166734444896298,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
encode base64,hash,1,0.0010166734444896298,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
drop nth,filters,1,0.0010166734444896298,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str index-of,strings,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
split list,filters,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
split,strings,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
seq char,generators,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
math sqrt,math,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr replace-all,dataframe,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr is-unique,dataframe,1,0.0008133387555917039,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str distance,strings,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
skip while,filters,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
help modules,core,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr n-unique,dataframe,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr ls,dataframe,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr arg-unique,dataframe,1,0.0006100040666937779,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
url build-query,network,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
str expand,strings,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
shuffle,filters,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
random decimal,random,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
from toml,formats,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
export use,core,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
drop column,filters,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr to-arrow,dataframe,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr is-not-null,dataframe,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr flatten,lazyframe,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr dummies,dataframe,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr count-null,dataframe,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
date to-table,date,1,0.00040666937779585197,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
watch,filesystem,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
view span,debug,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
url join,network,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
random uuid,random,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
random bool,random,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
math product,math,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
lazy make,core,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
help externs,core,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
format duration,strings,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
export extern,core,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr is-duplicated,dataframe,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
dfr as-datetime,dataframe,1,0.00020333468889792598,█▁▁▁▁▁▁▁▁▁▁▁▁▁▁,              
